,step,loss,lr,mse_mean,mse_std,mse_err,ll_mean,ll_std,ll_err,nc_mean,nc_std,nc_err
53,4509,0.3824504,0.00045162113,,,,,,,,,
54,4519,0.3885628,0.00045257818,,,,,,,,,
55,4529,0.38050205,0.00045353518,,,,,,,,,
56,4539,0.3810271,0.00045449223,,,,,,,,,
57,4549,0.3802135,0.00045544928,,,,,,,,,
58,4559,0.37224716,0.00045640627,,,,,,,,,
59,4569,0.3599596,0.00045736332,,,,,,,,,
60,4579,0.3676612,0.00045832037,,,,,,,,,
61,4589,0.3670036,0.00045927736,,,,,,,,,
62,4599,0.39209247,0.0004602344,,,,,,,,,
63,4609,0.39572632,0.00046119146,,,,,,,,,
64,4619,0.3781631,0.00046214845,,,,,,,,,
65,4629,0.3576706,0.0004631055,,,,,,,,,
66,4639,0.3957431,0.00046406256,,,,,,,,,
67,4649,0.38118115,0.00046501955,,,,,,,,,
68,4659,0.36973652,0.0004659766,,,,,,,,,
69,4669,0.38946187,0.00046693365,,,,,,,,,
70,4679,0.34956092,0.00046789064,,,,,,,,,
71,4689,0.3834709,0.0004688477,,,,,,,,,
72,4699,0.40296417,0.00046980474,,,,,,,,,
73,4709,0.38838175,0.00047076173,,,,,,,,,
74,4719,0.38382447,0.00047171878,,,,,,,,,
75,4729,0.40226737,0.00047267583,,,,,,,,,
76,4739,0.36992824,0.00047363283,,,,,,,,,
77,4749,0.39557534,0.00047458988,,,,,,,,,
78,4759,0.36938655,0.00047554693,,,,,,,,,
79,4769,0.3636063,0.00047650392,,,,,,,,,
80,4779,0.37247086,0.00047746097,,,,,,,,,
81,4789,0.35397,0.00047841802,,,,,,,,,
82,4799,0.36945754,0.000479375,,,,,,,,,
83,4809,0.37103602,0.00048033206,,,,,,,,,
84,4819,0.36830953,0.0004812891,,,,,,,,,
85,4829,0.39019033,0.00048224616,,,,,,,,,
86,4839,0.37621668,0.00048320316,,,,,,,,,
87,4849,0.36216027,0.0004841602,,,,,,,,,
88,4859,0.3886444,0.00048511726,,,,,,,,,
89,4869,0.38504782,0.00048607425,,,,,,,,,
90,4879,0.37271398,0.0004870313,,,,,,,,,
91,4889,0.36077607,0.00048798835,,,,,,,,,
92,4899,0.36548254,0.00048894534,,,,,,,,,
93,4909,0.36769304,0.0004899024,,,,,,,,,
94,4919,0.37395722,0.00049085944,,,,,,,,,
95,4929,0.3881546,0.00049181643,,,,,,,,,
96,4939,0.39200163,0.0004927735,,,,,,,,,
97,4949,0.3981426,0.00049373053,,,,,,,,,
98,4959,0.3766243,0.0004946875,,,,,,,,,
0,4969,0.3665931,0.0004956446,,,,,,,,,
1,4979,0.36264288,0.0004966016,,,,,,,,,
2,4989,0.35976493,0.0004975586,,,,,,,,,
3,4999,0.3682922,0.00049851567,,,,,,,,,
4,5009,0.38520652,0.0004994727,,,,,,,,,
5,5019,0.3653855,0.0005004297,,,,,,,,,
6,5029,0.37503636,0.00050138676,,,,,,,,,
7,5039,0.3604921,0.0005023438,,,,,,,,,
8,5049,0.37246463,0.0005033008,,,,,,,,,
9,5059,0.37601548,0.00050425786,,,,,,,,,
10,5069,0.36666006,0.0005052149,,,,,,,,,
11,5079,0.37478524,0.0005061719,,,,,,,,,
